"","id","type","source","year","simpname","lastname","firstname","middlename","nationality","edu","prof","org","loc","lon","lat","text"
"1984","fr4451","alumni","frei",1899,"strau8, p","strau8","philipp",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Strau8, Philipp. Berlin."
"1985","fr4452","alumni","frei",1899,"tawara, k","tawara","kuniichi",NA,"united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Tawara, Kuniichi. Hamada, Japan."
"1986","fr4453","alumni","frei",1899,"termelianz, d  s","termelianz","daniel s","s","georgia","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"TerMelianz, Daniel S. Tiflis, RuBland."
"1987","fr4454","alumni","frei",1899,"tesch, a","tesch","arnold",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Tesch, Arnold. Barwalde, Sachsen."
"1988","fr4455","alumni","frei",1899,"thier, w  j","thier","wilhelm johannes","johannes","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Thier, Wilhelm Johannes. Zittau, Sachsen."
"1989","fr4456","alumni","frei",1899,"uhl, a","uhl","anton",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Uhl, Anton. Dingolfing, Bayern."
"1990","fr4457","alumni","frei",1899,"v llindas, c","v llindas","constantin",NA,"greece","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Vallindas, Constantin. Kythnos, Griechenland."
"1991","fr4458","alumni","frei",1899,"v rvuert, g","v rvuert","gottfried",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Vervuert, Gottfried. Krefeld, PreuBen. Dipl."
"1992","fr4459","alumni","frei",1899,"v it, f  w","v it","friedrich wilhelm","wilhelm","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Voit, Friedrich Wilhelm. Leisnig, Sachsen."
"1993","fr4460","alumni","frei",1899,"winkler, b  f","winkler","bruno friedrich louis","friedrich","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Winkler, Bruno Friedrich Louis. Leipzig, Sachs."
"1994","fr4461","alumni","frei",1899,"zorochowitsch, h","zorochowitsch","hirsch",NA,"austria","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Zorochowitsch, Hirsch, Raschowka, RuBland."
"1995","fr4462","alumni","frei",1900,"v aminoff, e  b","v aminoff","erik baron","baron","finland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"v. Aminoff, Erik Baron. Abo Saaris, Finnland."
"1996","fr4463","alumni","frei",1900,"aspegren, h","aspegren","hermann",NA,"sweden","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Aspegren, Hermann. Malmo, Schweden."
"1997","fr4464","alumni","frei",1900,"bach, k  w","bach","karl wilhelm hermann","wilhelm","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Bach, Karl Wilhelm Hermann. StaBfurt, PreuB."
"1998","fr4465","alumni","frei",1900,"haymann, f","haymann","friedrich",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Haymann , Friedrich. Riesa, Sachsen. Dipl."
"1999","fr4466","alumni","frei",1900,"banks, d  j","banks","delamark joseph","joseph","united kingdom","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Banks, Delamark Joseph. Walton on Thames,"
"2000","fr4467","alumni","frei",1900,"barjansky, m","barjansky","michael",NA,"ukraine","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Barjansky, Michael. Odessa, RuBland."
"2001","fr4468","alumni","frei",1900,"barth, w","barth","walter",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Barth, Walter. Stenn b. Zwi~kau, Sachsen. Dipl."
"2002","fr4469","alumni","frei",1900,"becker, e","becker","ernst",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Becker, Ernst. Braubach, PreuBen."
"2003","fr4470","alumni","frei",1900,"jehnichen, j  r","jehnichen","julius reinhold","reinhold","germany","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Jehnichen, Julius Reinhold. Freiberg, Sachsen. Kr. Breslau. Dipl.Ing. 1906."
"2004","fr4471","alumni","frei",1900,"blank, a  a","blank","arthur ancel","ancel","romania","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Blank, Arthur Ancel. Bukarest. Dipl.Ing. 1903."
"2005","fr4472","alumni","frei",1900,"boos, k","boos","karl",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Boos, Karl. Ubbedissen, Kr. Bielefeld, PreuB.indien."
"2006","fr4473","alumni","frei",1900,"both, w  a","both","willem adrian","adrian","netherlands","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Both, Willem Adrian. Gouda, Holland."
"2007","fr4474","alumni","frei",1900,"bromberg, i  a","bromberg","isaak abraham","abraham","ukraine","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Bromberg, Isaak Abraham. Elisabethgrad, RuBI."
"2008","fr4475","alumni","frei",1900,"cooli, h","cooli","hugo",NA,"united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Cool1 Hugo. Batavia, Holland."
"2009","fr4476","alumni","frei",1900,"czamansky, g","czamansky","georg",NA,"united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Czamansky, Georg. St. Petersburg."
"2010","fr4477","alumni","frei",1900,"dabkowicz, j","dabkowicz","jan",NA,"poland","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Dabkowicz, Jan. Warschau. Dipl.Ing. 1904."
"2011","fr4478","alumni","frei",1900,"daw barn, o  s","daw barn","oscar saltonstall","saltonstall","united kingdom","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Daw barn, Oscar Saltonstall. Wisbech, Cambridge, England. Dipl.Ing. 1904."
"2012","fr4479","alumni","frei",1900,"dimitrescu, v","dimitrescu","vasile",NA,"romania","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Dimitrescu, Vasile. Pitescht, Rumanien. Dipl.Ing."
"2013","fr4480","alumni","frei",1900,"kuchler, p","kuchler","paul",NA,"poland","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Kuchler, Paul. Hirschberg i. Schles. Dipl.Ing. 1906."
"2014","fr4481","alumni","frei",1900,"drshewetzky, s","drshewetzky","sergius",NA,"ukraine","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Drshewetzky, Sergius. Poltawa, RuBland."
"2015","fr4482","alumni","frei",1900,"duschnitz, p","duschnitz","paul",NA,"austria","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Duschnitz, Paul. Wien. Dipl.Ing. 1903."
"2016","fr4483","alumni","frei",1900,"fink, w","fink","wolfram",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Fink, Wolfram. Rosenheim, Bayern."
"2017","fr4484","alumni","frei",1900,"v fircks, k  e","v fircks","kurt eduard wolfram","eduard","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"v. Fircks, Kurt Eduard Wolfram Baron. Goldingen, Kurland. Deutsch. Reichsangeh. Dipl."
"2018","fr4485","alumni","frei",1900,"lee, h  g","lee","harry georg anstin","georg","guernsey","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Lee, Harry Georg Anstin. Guernsey, Engla!Jd."
"2019","fr4486","alumni","frei",1900,"forndran, e  r","forndran","erich richard alfred","richard","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Forndran, Erich Richard Alfred. Sonneberg i. Th."
"2020","fr4487","alumni","frei",1900,"gabert, a  w","gabert","adolf wilhelm karl","wilhelm","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Gabert, Adolf Wilhelm Karl Rudolf. Biitzow,"
"2021","fr4488","alumni","frei",1900,"gauffin, o  e","gauffin","oskar elim","elim","finland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Gauffin, Oskar Elim. Esbo, Finnland."
"2022","fr4489","alumni","frei",1900,"gellbach, e","gellbach","ernst",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Gellbach, Ernst. Weidenau, Kr. Siegen, PreuB."
"2023","fr4490","alumni","frei",1900,"glatzel, r  j","glatzel","richard johann reinhold","johann","poland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Glatzel, Richard Johann Reinhold. NeiBe, PreuB."
"2024","fr4491","alumni","frei",1900,"goudoever de jongh, c a","goudoever de jongh","cornelius albert","albert","netherlands","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"van Goudoever de Jongh, Cornelius Albert. Dordrecht, Holland."
"2025","fr4492","alumni","frei",1900,"gravenhorst, g  e","gravenhorst","georg edwin","edwin","indonesia","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Gravenhorst, Georg Edwin. Soerabaya, Sumatra."
"2026","fr4493","alumni","frei",1900,"grutterink, j  a","grutterink","jan adolf","adolf","netherlands","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Grutterink, Jan Adolf. Apeldoorn, Holland."
"2027","fr4494","alumni","frei",1900,"haufmann, w","haufmann","wolf",NA,"belarus","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Haufmann, Wolf. Tschasniki, RuBland. Dip!."
"2028","fr4495","alumni","frei",1900,"baldauf, m  r","baldauf","martin richard","richard","australia","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Baldauf, Martin Richard. Kriinsdorf b. Kloster"
"2029","fr4496","alumni","frei",1900,"heldring, o  g","heldring","otto gerhard","gerhard","indonesia","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Heldring, Otto Gerhard. Soerabaya, Sumatra. England."
"2030","fr4497","alumni","frei",1900,"heimerle, a  l","heimerle","alfred ludwig","ludwig","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Heimerle, Alfred Ludwig. Pforzheim, Baden."
"2031","fr4498","alumni","frei",1900,"hein, a  e","hein","arthur emil engelbert","emil","poland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Hein, Arthur Emil Engelbert. OberLagiewnik, Kr. Beuthen, Schles."
"2032","fr4499","alumni","frei",1900,"janolescu, l","janolescu","leon",NA,"romania","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Janolescu, Leon. Braila, Rum. Dipl.Ing. 1905."
"2033","fr4500","alumni","frei",1900,"becker, h  a","becker","heinrich albert theodor","albert","poland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Becker, Heinrich Albert Theodor. Woischwitz,"
"2034","fr4501","alumni","frei",1900,"de jongh, w  h","de jongh","willem hendrik daniel","hendrik","austria","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"de Jongh, Willem Hendrik Daniel. Banka, Ost4472"
"2035","fr4502","alumni","frei",1900,"jorgulescu, e","jorgulescu","eugen",NA,"romania","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Jorgulescu, Eugen. Buzeu, Rumanien."
"2036","fr4503","alumni","frei",1900,"klimentschuk, k","klimentschuk","konstantin",NA,"russia","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Klimentschuk, Konstantin. Eisk, RuBland."
"2037","fr4504","alumni","frei",1900,"knol, j","knol","jan",NA,"netherlands","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Knol, Jan. Zwollerkerspel, Holland."
"2038","fr4505","alumni","frei",1900,"kock, o","kock","otto",NA,"germany","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Kock, Otto. Miinchen. Dipl.Ing. 1905."
"2039","fr4506","alumni","frei",1900,"dr korner,","dr korner","",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Dr. Korner, Theodor. Driedorf, HessenNassau."
"2040","fr4507","alumni","frei",1900,"kohl, k  r","kohl","karl richard","richard","germany","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Kohl, Karl Richard. Dresden. Dipl.Ing. 1905."
"2041","fr4508","alumni","frei",1900,"kondakoff, n  p","kondakoff","nikolai p","p","united states of america","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Kondakoff, Nikolai P. St. Petersburg. Dipl. Ing. 1907."
"2042","fr4509","alumni","frei",1900,"krafft, r","krafft","richard",NA,"germany","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Krafft, Richard. Weinheim, Bad. Dipl.Ing. 1906."
"2043","fr4510","alumni","frei",1900,"v drecki, k  f","v drecki","konstantin felix","felix","poland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"v. Drecki, Konstantin Felix. Kalisch, RuBland."
"2044","fr4511","alumni","frei",1900,"kiintzel, e","kiintzel","erhard",NA,"poland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Kiintzel, Erhard. Charlottenhof b. Konigshiitte,"
"2045","fr4512","alumni","frei",1900,"kutra, g","kutra","georgi",NA,"russia","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Kutra, Georgi. Eisk, RuBland."
"2046","fr4513","alumni","frei",1900,"v kutzschenbach, a  b","v kutzschenbach","arnold baron","baron","georgia","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"v. Kutzschenbach, Arnold Baron. Mamutli, RuBI."
"2047","fr4514","alumni","frei",1900,"langer, b  a","langer","behnslav albert leo","albert","czech republic","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Langer, Behnslav Albert Leo. Jedownitz, Mahren. Ing._1903."
"2048","fr4515","alumni","frei",1900,"forbes, d","forbes","david",NA,"united kingdom","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Forbes, David. Moffat, Schottland."
"2049","fr4516","alumni","frei",1900,"leichterschenk, m  h","leichterschenk","max heinr","heinr","united states of america","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"LeichterSchenk, Max Heinr. William. GeringsDipl. Ing. 1907."
"2050","fr4517","alumni","frei",1900,"leroux, a","leroux","armand",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Leroux, Armand. Vilseck, Oberpfalz. Belg. Mecklenburg."
"2051","fr4518","alumni","frei",1900,"leupold, h","leupold","hugo",NA,"italy","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Leupold, Hugo. Turin, Ital. Deutsch. Reichsangeh."
"2052","fr4519","alumni","frei",1900,"lichtansky, n","lichtansky","nikolaus",NA,"russia","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Lichtansky, Nikolaus. Petrowsk, RuBland."
"2053","fr4520","alumni","frei",1900,"liddelow, c  c","liddelow","colin coningsbywaston","coningsbywaston","united kingdom","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Liddelow, Colin ConingsbyWaston. Cheltenham,"
"2054","fr4521","alumni","frei",1900,"lisansky, w","lisansky","wulf",NA,"ukraine","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Lisansky, Wulf. Nikolajeff, RuBland. Dipl."
"2055","fr4522","alumni","frei",1900,"lisunowski, b","lisunowski","benjamin",NA,"russia","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Lisunowski, Benjamin. Rostow a. D., RuBiand."
"2056","fr4523","alumni","frei",1900,"lueg, w","lueg","walther",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Lueg, Walther. Diisseldorf, Preu8en."
"2057","fr4524","alumni","frei",1900,"mac farlane, n","mac farlane","noel",NA,"azerbaijan","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Mac Farlane, Noel. Edinburgh, Schottland. Magdesjanz, Joakim. Nachitschewan, RuBland."
"2058","fr4525","alumni","frei",1900,"magdesjanz, j","magdesjanz","joakim",NA,"azerbaijan","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Magdesjanz, Joakim. Nachitschewan, RuBland."
"2059","fr4526","alumni","frei",1900,"mandy, j","mandy","joseph",NA,"south africa","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Mandy, Joseph. Port Elisabeth, CapColonie, Siidafrika. Dipl.Ing. 1904."
"2060","fr4527","alumni","frei",1900,"marcuse, j","marcuse","jacob",NA,"ukraine","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Marcuse, Jacob. Jekaterinoslaw, RuBiand. Dipl.Ing."
"2061","fr4528","alumni","frei",1900,"martin, p","martin","paul",NA,"poland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Martin, Paul. Beuthen, Oberschlesien."
"2062","fr4529","alumni","frei",1900,"v maydell, g  a","v maydell","gerhard alexander karl","alexander","austria","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"v. Maydell, Gerhard Alexander Karl Baron. Schlo8 Vogelsang, RuBland."
"2063","fr4530","alumni","frei",1900,"megrabjanz, l","megrabjanz","leon",NA,"georgia","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Megrabjanz, Leon. Tiflis, RuBI. Dipl.Jng. 1904."
"2064","fr4531","alumni","frei",1900,"merkel, r  k","merkel","richard karl gustav","karl","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Merkel, Richard Karl Gustav. Friedrichsroda i. Th ."
"2065","fr4532","alumni","frei",1900,"mette, e","mette","ernst",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Mette, Ernst. Peine, Preu8en."
"2066","fr4533","alumni","frei",1900,"v miaczynski, h  s","v miaczynski","hieronimus stanislaus","stanislaus","united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"v. Miaczynski, Hieronimus Stanislaus. Mlotkowo,"
"2067","fr4534","alumni","frei",1900,"v mohrenschildt, w  c","v mohrenschildt","walter constantin","constantin","russia","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"v. Mohrenschildt, Walter Constantin. Ruil, RuBI. "
"2068","fr4535","alumni","frei",1900,"morawski, t","morawski","tomislaus",NA,"poland","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Morawski, Tomislaus. Rudniczysko, Posen. Dipl.Ing. 1904."
"2069","fr4535","alumni","frei",1900,"morawski, t","morawski","tomislaus",NA,"poland","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Morawski, Tomislaus. Rudniczysko, Posen."
"2070","fr4535","alumni","frei",1900,"morawski, t","morawski","tomislaus",NA,"poland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Morawski, Tomislaus. Rudniczysko, Posen. Dipl.Ing. 1904."
"2071","fr4535","alumni","frei",1900,"morawski, t","morawski","tomislaus",NA,"poland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Morawski, Tomislaus. Rudniczysko, Posen."
"2072","fr4536","alumni","frei",1900,"morris, j  e","morris","juan enrique","enrique","peru","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Morris, Juan Enrique. Lima, Peru."
"2073","fr4537","alumni","frei",1900,"murray, r  h","murray","richard hall","hall","ireland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Murray, Richard Hall. Mullingar, Irland."
"2074","fr4538","alumni","frei",1900,"v narkewitsch, j","v narkewitsch","julian",NA,"united states of america","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"v. Narkewitsch, Julian. St. Petersburg. Dipl.Ing."
"2075","fr4539","alumni","frei",1900,"nemirowitsch dantschenko, n","nemirowitsch dantschenko","nikolaus",NA,"georgia","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Nemirowitsch Dantschenko , Nikolaus. Tiflis,v. Neyman, Kasimir Wilhelm Leo. Charkoff,"
"2076","fr4540","alumni","frei",1900,"v neyman, k  w","v neyman","kasimir wilhelm leo","wilhelm","ukraine","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"v. Neyman, Kasimir Wilhelm Leo. Charkoff, RuBiand. Dipl.Ing. 1904."
"2077","fr4541","alumni","frei",1900,"ochernal, c  r","ochernal","clemens rudolf","rudolf","germany","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Ochernal, Clemens Rudolf. Massanei b. Waldheim, Sachsen. Dipl.Ing. 1906."
"2078","fr4542","alumni","frei",1900,"palarieru, l","palarieru","leiba",NA,"romania","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Palarieru, Leiba. Piatra, Rum . Dipl.Ing. 1903."
"2079","fr4543","alumni","frei",1900,"paparella, e","paparella","elpidio",NA,"italy","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Paparella, Elpidio. ToccoCasauria, Italien."
"2080","fr4544","alumni","frei",1900,"v paszkowski, k  v","v paszkowski","kasimir vincenz","vincenz","united states of america","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"v. Paszkowski, Kasimir Vincenz. St. Petersburg. Dipl.Ing. 1905."
"2081","fr4545","alumni","frei",1900,"paul, w","paul","wilhelm",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Paul, Wilhelm. Weddingen b. Goslar, Preu8en."
"2082","fr4546","alumni","frei",1900,"pfister, k  e","pfister","karl eduard ernst","eduard","germany","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Pfister, Karl Eduard Ernst. Potschappel, Sachs. Dipl.Ing. 1903."
"2083","fr4547","alumni","frei",1900,"philipsonstow, h","philipsonstow","henry",NA,"south africa","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"PhilipsonStow, Henry. Kymberley, Siidafrika."
"2084","fr4548","alumni","frei",1900,"pitschugin, a","pitschugin","alexander",NA,"russia","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Pitschugin, Alexander. Orenburg, RuBI. Dipl.Ing."
"2085","fr4549","alumni","frei",1900,"popescu,","popescu","",NA,"romania","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Popescu,Demetru. Craiova,Rum. Dipl.Ing.1906."
"2086","fr4550","alumni","frei",1900,"preller, e  w","preller","ernst wilhelm alfred","wilhelm","germany","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Preller, Ernst Wilhelm Alfred. Groba b. Riesa, Sachsen. Dipl.Ing. 1908."
"2087","fr4551","alumni","frei",1900,"radoslawoff, b","radoslawoff","bogomil",NA,"bulgaria","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Radoslawoff, Bogomil. Tirnowo , Bulgarien."
"2088","fr4552","alumni","frei",1900,"rapoport, i","rapoport","itzekaisik",NA,"ukraine","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Rapoport, ItzekAisik. Odessa, RuBland. Dipl. Ing. 1906."
"2089","fr4553","alumni","frei",1900,"rein, f  m","rein","friedrich martin","martin","germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Rein, Friedrich Martin. Frauenstein, Sachsen."
"2090","fr4554","alumni","frei",1900,"reszoff, a","reszoff","alexander",NA,"russia","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Reszoff, Alexander. Moskau, RuBI. Dipl.Ing.1903."
"2091","fr4555","alumni","frei",1900,"richter, w","richter","willy",NA,"germany","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Richter, Willy. Freiberg, Sachs. Dipl.Ing. 1906."
"2092","fr4556","alumni","frei",1900,"ricken, h","ricken","hans",NA,"germany","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Ricken, Hans. Ruhrort, Preu8en."
"2093","fr4557","alumni","frei",1900,"riemel, a  r","riemel","anton rudolf","rudolf","poland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Riemel, Anton Rudolf. Ratibor, Preu8en."
"2094","fr4558","alumni","frei",1900,"romanoff, w","romanoff","wladimir",NA,"united states of america","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Romanoff, Wladimir. St. Petersburg. Dipl.Ing."
"2095","fr4559","alumni","frei",1900,"rome, a  s","rome","adrian scott","scott","united kingdom","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Rome, Adrian Scott. Cheltenham, Engl. Dipl.Ing."
"2096","fr4560","alumni","frei",1900,"rubinstein, m","rubinstein","michael",NA,"austria","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Rubinstein, Michael. Moskau, RuBland ."
"2097","fr4561","alumni","frei",1900,"sacharoff, b","sacharoff","boris",NA,"ukraine","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Sacharoff, Boris. Melitopol, RuBland. Di pl. Ing. 1903."
"2098","fr4562","alumni","frei",1900,"sakara, m","sakara","michael",NA,"poland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Sakara, Michael. Sandomir, Ru8land."
"2099","fr4563","alumni","frei",1900,"samodelkin, n","samodelkin","nikolai",NA,"russia","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Samodelkin, Nikolai. Kotelnitsch, RuBiand."
"2100","fr4564","alumni","frei",1900,"samojlowitsch, r","samojlowitsch","rudolf",NA,"russia","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Samojlowitsch, Rudolf. Asow a. D., RuBland."
"2101","fr4565","alumni","frei",1900,"schupp, c  e","schupp","carl egon","egon","letonia","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Schupp, Carl Egon. Libau, Ru81. Dipl.Ing. 1904."
"2102","fr4566","alumni","frei",1900,"sencovici, d","sencovici","demeter",NA,"romania","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Sencovici, Demeter. Braila, Rum. Dipl.Ing. 1903."
"2103","fr4567","alumni","frei",1900,"singer, m","singer","michael",NA,"united states of america","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Singer, Michael. St. Petersburg."
"2104","fr4568","alumni","frei",1900,"sitwell, a  t","sitwell","arthur trevor","trevor","united kingdom","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Sitwell, Arthur Trevor. Leamington Hastings, England. Dipl.Ing. 1904."
"2105","fr4569","alumni","frei",1900,"sperling, k  f","sperling","karl franz rudolf","franz","germany","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Sperling, Karl Franz Rudolf. Hummelshain, SachsenAltenburg. Dipl.Jng. 1906."
"2106","fr4570","alumni","frei",1900,"stachejew, d","stachejew","dmitri",NA,"russia","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Stachejew, Dmitri. Elabuga, RuBiand."
"2107","fr4571","alumni","frei",1900,"sternberg, d","sternberg","daniel",NA,"romania","engineer",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Sternberg, Daniel. Galatz, Rum. Dipl.Ing. 1905."
"2108","fr4572","alumni","frei",1900,"stiebler, m","stiebler","max",NA,"poland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Stiebler, Max. Glatz, Preu8en."
"2109","fr4573","alumni","frei",1900,"stolzenberg, f","stolzenberg","franz",NA,"poland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Stolzenberg, Franz. Charlottenhof b. Konigshiitte,"
"2110","fr4574","alumni","frei",1900,"sundell, i  g","sundell","isak gustav","gustav","finland","",NA,"freiberg school","freiberg sachsen",13.341727,50.9128283,"Sundell, Isak Gustav. Helsingfors, RuBiand."
